Store ID,Store Name,Division,Urbanicity,lag_1,lag_4,lag_13,lag_52,Urbanicity_enc,CYE Total Households,CYE Household Density HH SqMi,CYE Median Household Income,CYE Total Housing Units,CYE Total Population,income_affluent,housing_old_share,housing_new_share,Sister Store Count in TradeArea,total_competitor_ta,Wallflowers Depot Count in TradeArea
S00810,"Granitepoint, OH",NORTH,Large Town,589735.6045,554802.2726,783884.618,593973.5938,1,90796,395,58643,99824,204921,8.969999999999999,62.43,7.21,0,23,3
S00811,"Shadowcross, WA",WEST,Large Town,299812.6379,328265.0242,360827.0141,274629.6881,1,92995,318,97704,99029,240916,23.6,24.060000000000002,18.9,2,23,3
S00812,"Bluehollow, FL",SOUTH,Small Town,329415.5821,280243.6548,297015.652,328749.0024,6,83313,183,66846,92197,206537,9.52,6.46,28.839999999999996,1,16,3
S00813,"Silvertown, GA",SOUTH,Rural,2570161.289,2421708.587,2658929.254,3280148.755,4,23262,18,47333,26442,62743,6.84,21.02,19.68,0,9,1
S00814,"Frostmere, ME",NORTH,Rural,2412268.0,2603392.0,3414876.0,2409336.0,4,72124,52,73094,84490,166268,12.17,39.86,16.78,0,26,2
S00815,"Eastcove, OK",WEST,Small Town,295174.5124,349287.0073,350758.1754,291039.9933,6,137623,251,62468,150997,351673,9.89,41.8,16.98,2,39,9
S00816,"Eastcrest, LA",SOUTH,Rural,540608.8243,588286.2343,607046.8475,583423.7023,4,25193,81,63802,28184,63658,12.55,26.4,31.14,0,5,1
S00817,"Galshire, FL",SOUTH,Large Town,448735.185,416242.5258,472100.973,549096.282,1,71519,374,90114,106437,169308,22.14,12.350000000000001,30.130000000000003,1,28,5
S00818,"Vanmere, NC",SOUTH,Small City,1413936.574,1228571.663,1560388.647,1274686.828,5,256288,786,97133,271864,621233,25.91,14.06,34.84,3,60,6
S00819,"Southshire, PA",NORTH,Large Town,412536.4819,337591.6362,534668.6136,417224.5635,1,86494,386,61768,96721,201820,10.23,64.32,6.32,1,23,2
S00820,"Westcourt, VA",NORTH,Large Town,1588776.195,1526814.931,1965593.325,1525130.641,1,93582,852,82156,99592,233382,16.32,24.57,18.58,0,22,3
S00821,"Bearmark, AR",WEST,Small Town,1301453.388,1224759.948,1395679.361,1213913.744,6,196422,166,69213,218252,447634,13.559999999999999,28.560000000000002,23.48,2,54,12
S00822,"Goldcrest, NH",NORTH,Small Town,387278.7817,367183.3931,558771.9495,441621.6436,6,111072,140,88826,117765,272641,20.18,45.58,12.53,1,37,3
S00823,"Frostside, NC",SOUTH,Large Town,1355194.317,1298321.762,1628613.934,1428172.361,1,87529,384,67964,94118,217363,12.09,30.04,24.490000000000002,0,17,5
S00824,"Ironshire, OR",WEST,Large Town,2223111.224,2042632.646,2235654.889,2007429.639,1,127073,265,81563,132738,339183,15.0,28.54,18.89,1,36,4
S00825,"Frostrock, CO",WEST,Large Town,526920.3014,506313.0165,616511.9288,440698.6752,1,223822,624,85149,235038,558548,17.07,19.86,26.32,4,50,11
S00826,"Clearrun, NY",NORTH,Small City,302386.3609,314301.7527,392015.2201,284806.4505,5,233386,1395,76548,255454,539377,16.23,75.0,6.25,1,52,4
S00827,"Blackrock, FL",SOUTH,Small City,969163.8839,855677.846,971425.1955,930724.6454,5,128250,1436,83340,138119,301336,18.39,21.12,15.830000000000002,1,23,3
S00828,"Greendor, SC",SOUTH,Large Town,539241.4595,486479.9718,608197.0624,571667.1487,1,171682,450,83979,192210,392108,19.57,26.22,30.48,3,50,6
S00829,"Granitetown, TX",SOUTH,Large Town,329428.0,346109.4261,392700.162,353822.7209,1,328779,736,87122,359736,820021,20.13,17.54,32.93,4,63,15
S00830,"Grayrock, NV",WEST,Rural,503445.6605,461788.434,642464.9713,414623.4649,4,186264,465,83757,198212,459461,17.07,16.69,27.229999999999997,1,42,5
S00831,"Granitereach, FL",SOUTH,Small City,265917.8873,272573.6674,303808.3605,295978.7857,5,187394,872,90912,220513,433853,23.68,19.48,24.18,1,38,5
S00832,"Eastford, KY",SOUTH,Large Town,316051.8549,364868.8961,466188.8953,368165.8988,1,172423,1521,69019,186857,383975,12.69,57.93000000000001,10.35,0,42,5
S00833,"Coppercamp, KY",SOUTH,Small Town,929078.652,1169851.139,1245901.647,1103910.391,6,34252,194,78426,35635,88639,13.01,15.5,29.49,0,10,2
S00834,"Winrock, LA",SOUTH,Rural,2345624.0,2733676.0,3173980.0,3175352.0,4,44817,80,63455,49184,111256,10.469999999999999,24.81,28.369999999999997,1,16,4
S00835,"Brightmont, NM",WEST,Small Town,148488.6551,160653.5759,198746.0791,157101.7649,6,88698,794,88186,92707,221096,18.2,7.34,36.18,1,22,6
S00836,"Shadowcourt, MO",WEST,Rural,1377141.849,1406912.419,1281476.22,1392251.451,4,88210,60,66235,104759,212345,11.25,14.46,29.740000000000002,2,33,7
S00837,"Wolfgard, NY",NORTH,Rural,105350.75,94586.5,153260.0,95711.5,4,39797,24,67295,51369,98233,10.66,55.53,10.41,0,19,2
S00838,"Oakhold, NC",SOUTH,Small Town,1758541.314,1840478.897,2097394.139,1694408.771,6,38275,88,61354,42853,91812,10.14,27.540000000000003,21.84,0,7,2
S00839,"Sunridge, LA",SOUTH,Small City,1179446.982,1065574.338,1382239.795,1393846.261,5,281784,1805,67465,320355,625048,15.44,58.24,10.03,3,59,10
S00840,"Foxford, MN",WEST,Rural,668422.3939,675735.5628,753179.6144,659247.7288,4,94989,44,97493,100859,235106,22.65,32.63,26.8,0,37,2
S00841,"Moonmere, OH",NORTH,Large Town,660823.7332,663561.7225,824793.3688,658578.5359,1,152131,700,87980,160696,380375,17.71,28.439999999999998,25.3,2,30,2
S00842,"Frostwood, WI",NORTH,Small City,146498.25,125605.5,187844.5,112625.5,5,406832,1234,72616,437697,948556,14.85,65.86,8.77,0,93,9
S00843,"Southcourt, IN",SOUTH,Rural,333384.9164,424840.54,473440.8022,382793.4712,4,40680,25,63999,45721,103216,10.3,51.809999999999995,11.6,0,19,4
S00844,"Frostport, NC",SOUTH,Remote,3698520.0,3489092.0,3304412.0,3171968.0,3,121047,87,73385,180089,268133,14.350000000000001,7.0,38.94,4,34,6
S00845,"Goldmont, FL",SOUTH,Large Town,423063.6272,410518.4819,486079.9905,419546.9256,1,95094,619,106341,102589,278376,28.509999999999998,5.75,48.69,1,20,4
S00846,"Highside, IN",NORTH,Large Town,151239.25,143282.25,161012.75,153237.25,1,92302,92,64625,100330,234752,10.07,37.45,22.96,0,26,3
S00847,"Stonekeep, MI",NORTH,Small Town,413145.3902,387243.5051,499786.0076,396462.0674,6,80970,431,121141,85046,198009,32.989999999999995,16.369999999999997,25.79,0,25,2
S00848,"Copperrun, GA",SOUTH,Rural,1075295.075,1053859.876,1104178.927,1315431.506,4,40474,30,54614,45084,102789,8.44,29.009999999999998,16.03,0,16,5
S00849,"Greendale, MO",WEST,Large Town,385177.9399,432888.3455,520328.5532,389947.3544,1,87708,612,111367,90485,229466,28.46,7.3,30.96,0,19,4
S00850,"Lowjunction, FL",SOUTH,Small Town,163770.25,146315.75,167515.0,157678.75,6,139285,390,64000,153708,345048,11.08,40.41,22.96,2,23,4
S00851,"Lakeford, VA",NORTH,Large Town,121618.0,117773.5,144683.5,110312.0,1,237797,762,99268,253400,545479,24.15,39.69,17.28,6,53,7
S00852,"Morfall, OH",NORTH,Small Town,625665.0598,560607.5606,774799.0548,668608.9742,6,72456,662,65321,79005,170044,10.46,61.72,9.78,0,14,1
S00853,"Brightcamp, OR",WEST,Large Town,1076924.968,976232.0152,1111933.207,1000502.875,1,260290,612,114753,272244,654147,31.509999999999998,20.099999999999998,23.630000000000003,1,51,5
S00854,"Irondale, NY",NORTH,Small City,817185.0935,710690.0334,1098790.706,825645.4343,5,119223,3632,93170,126522,342486,26.07,52.18000000000001,10.19,0,13,0
S00855,"Greenisle, PA",NORTH,Rural,398434.7918,328896.0505,469559.3772,365624.4049,4,62908,72,96372,76555,164273,23.98,38.03,18.26,1,25,2
S00856,"Pinegard, MA",NORTH,Small Town,883811.5188,950901.7259,1105342.612,873993.7879,6,70994,441,131182,74440,186879,38.45,42.589999999999996,13.91,1,22,2
S00857,"Shadowtown, LA",SOUTH,Small Town,2592851.781,2650010.97,3143204.562,3028451.104,6,51492,76,61849,57594,130764,11.41,27.57,31.8,1,13,4
S00858,"Sunpoint, KY",SOUTH,Rural,1681214.177,1909661.894,2259265.476,1888593.676,4,82161,115,71257,89759,194205,13.620000000000001,32.2,24.59,3,24,5
S00859,"Sagemont, IN",NORTH,Small Town,281823.9966,334094.0609,456585.6619,310079.2588,6,59563,414,96487,62358,154147,20.71,22.090000000000003,28.74,1,8,2
S00860,"Ironpoint, IN",NORTH,Large Town,350503.0154,354547.0244,399153.9443,337975.7361,1,79543,112,55311,89973,190562,6.6899999999999995,58.88,9.45,1,13,2
S00861,"Stonerun, FL",SOUTH,Small Town,366697.4075,371632.3628,413251.0813,390456.7601,6,104739,187,72167,110035,331364,12.67,16.8,37.44,0,15,5
S00862,"Ashmesa, GA",SOUTH,Large Town,183631.7932,180328.2578,209001.2568,212759.8827,1,132868,742,69966,142852,351484,11.879999999999999,20.54,23.580000000000002,0,9,4
S00863,"Highcrest, OR",WEST,Large Town,774858.8611,670693.5661,776629.0466,680672.3177,1,86340,87,74173,91496,206198,13.879999999999999,28.45,23.14,0,31,3
S00864,"Ashbay, VA",NORTH,Rural,837164.4757,911870.1696,1015842.023,823096.4845,4,67664,81,87729,74409,165601,23.42,26.1,27.660000000000004,1,18,2
S00865,"Eaglebrook, MD",NORTH,Small Town,250625.6326,229933.3456,279396.8381,214572.5475,6,76036,155,116871,79338,208330,33.34,16.4,30.259999999999998,1,23,2
S00866,"Eaglewatch, SC",SOUTH,Large Town,750361.2599,741442.3093,766896.9472,746438.6822,1,117047,212,62602,127100,302692,10.48,24.43,26.79,2,31,5
S00867,"Stonestrand, MA",NORTH,Large Town,979082.4584,800761.3499,1087042.336,776297.8142,1,249816,1072,140299,263470,625673,42.92,63.97,11.0,0,36,1
S00868,"Northbay, NM",WEST,Remote,294694.6722,294062.1994,301743.5721,286361.4956,3,22338,10,60629,27451,53379,7.66,28.450000000000003,16.25,0,10,2
S00869,"Cedarport, CO",WEST,Large Town,499905.2706,510750.7443,663259.5925,341577.1057,1,636164,1593,102376,678893,1431433,27.04,39.08,18.39,5,125,16
S00870,"Stargrove, RI",NORTH,Large Town,1122021.972,954636.8507,1373994.999,1216500.999,1,236559,627,86340,251353,581530,19.93,63.199999999999996,6.790000000000001,3,48,7
S00871,"Rivhollow, TN",SOUTH,Small Town,2261639.597,2307604.579,2714646.989,2279101.619,6,73315,67,87643,78482,194289,19.44,19.950000000000003,36.08,1,15,3
S00872,"Lowgate, VA",NORTH,Rural,240213.5914,217432.6037,269764.1096,194438.8663,4,21301,22,68516,24557,52534,12.24,39.86,16.93,0,8,1
S00873,"Westridge, OH",NORTH,Small Town,2034285.148,2124923.819,2161376.249,1803181.822,6,86283,117,88174,91693,224350,17.73,30.110000000000003,25.049999999999997,0,25,2
S00874,"Blackbay, FL",SOUTH,Small Town,668523.5845,646688.8144,618581.6914,688782.1364,6,57923,175,70110,68909,147677,12.45,12.41,26.77,0,9,3
S00875,"Redmont, TN",SOUTH,Large Town,982599.1509,1205658.233,2177739.911,869705.4157,1,93190,651,83399,99093,216018,16.4,23.61,23.29,2,14,3
S00876,"Rivmont, NY",NORTH,Rural,478819.2545,438052.8886,751851.6478,442517.0822,4,28938,19,61669,34209,75834,10.48,52.35,11.02,0,19,2
S00877,"Goldrun, OH",NORTH,Small Town,1039875.556,1133876.351,1395965.255,1069990.446,6,75115,225,58420,85763,174486,9.46,53.85000000000001,9.47,1,24,4
S00878,"Shadowwatch, NY",NORTH,Large Town,206729.8091,192734.8477,330740.3901,188931.5586,1,68612,146,72629,75164,165787,13.68,70.80000000000001,6.51,1,14,2
S00879,"Sagereach, AL",SOUTH,Small Town,1004154.518,1030413.106,1173663.525,978895.4181,6,214711,368,92683,237862,505903,22.58,34.5,21.15,3,61,11
S00880,"Highisle, AZ",WEST,Large Town,2515704.0,2395736.0,3275380.0,2471676.0,1,328591,869,110408,371910,734915,29.439999999999998,13.75,19.07,2,62,8
S00881,"Wolfcliff, NC",SOUTH,Small Town,1919880.381,1700955.847,1829836.229,1683568.179,6,40251,169,62239,44323,99909,10.59,32.599999999999994,19.5,0,7,1
S00882,"Southheights, MS",SOUTH,Rural,901368.2018,993415.2707,1077854.663,931621.7393,4,49754,35,54155,57968,120745,8.85,27.060000000000002,21.66,0,11,3
S00883,"Westpoint, LA",SOUTH,Small Town,413323.4547,469992.2891,544115.9656,565046.8279,6,63870,58,61081,70988,160187,10.35,29.15,24.380000000000003,1,24,6
S00884,"Stoneisle, WI",NORTH,Small Town,844541.6879,837995.7941,878954.8363,620913.5445,6,46792,68,67121,50277,109232,9.84,54.07,11.65,0,15,3
S00885,"Redsprings, PA",NORTH,Small Town,201284.4411,169182.0867,225906.5689,192560.9298,6,51252,110,59611,56786,120365,9.2,60.46,7.62,0,15,2
S00886,"Easthold, LA",SOUTH,Small Town,158036.25,163365.0,177253.5,166107.75,6,62141,81,61143,68844,158199,11.89,14.280000000000001,35.03,0,18,3
S00887,"Maplevalley, NH",NORTH,Large Town,1051465.26,946289.9295,1407748.08,1037738.129,1,100556,399,103072,104570,253028,25.910000000000004,37.11,12.52,0,32,3
S00888,"Moondale, OK",WEST,Large Town,1480914.817,1479549.627,1802484.305,1488754.773,1,220108,733,68944,243084,527256,12.84,39.55,14.879999999999999,4,59,16
S00889,"Brightharbor, TX",WEST,Large Town,936614.9005,1054196.32,1142881.913,1115742.877,1,237833,424,116126,251614,646352,31.02,6.6,42.17,3,56,12
S00890,"Stormhollow, NY",NORTH,Small City,509460.0353,365950.0709,536614.2486,545503.9402,5,166259,1517,155482,172897,500217,51.61,79.88999999999999,6.140000000000001,1,43,4
S00891,"Greenhollow, AZ",WEST,Large Town,806539.1871,761422.3976,997677.7236,788477.1883,1,557294,1380,86552,616762,1360620,20.21,23.759999999999998,15.15,3,108,15
S00892,"Riverview, NY",NORTH,Rural,846198.3364,839770.2104,963937.1082,735698.1812,4,38244,61,69717,43158,92611,10.99,63.8,9.0,1,18,4
S00893,"Highstrand, NC",SOUTH,Large Town,888745.6549,847390.967,966486.5345,960689.0464,1,119351,683,95689,126279,305848,22.64,4.6,46.769999999999996,2,22,6
S00894,"Starmere, NC",SOUTH,Large Town,1355011.163,1368490.667,1514085.144,1217092.771,1,73827,384,66324,80327,181470,10.41,19.95,26.62,2,20,6
S00895,"Moonrock, CO",WEST,Small Town,580666.1586,641151.1357,690740.301,507702.3208,6,83024,65,64512,88165,207560,9.7,39.14,19.4,2,24,6
S00896,"Lowmesa, WA",WEST,Large Town,281908.1739,266427.3869,290688.2612,255214.1275,1,114652,208,95093,120656,285311,21.71,18.0,28.909999999999997,1,28,4
S00897,"Westplains, AR",WEST,Small Town,1138724.602,1112707.748,1253253.055,1159520.258,6,63251,57,60865,74757,148139,8.7,27.35,23.72,0,22,7
S00898,"Starvalley, IL",WEST,Rural,548744.7476,644202.5327,695719.9363,594170.6123,4,43187,25,61682,48239,103725,8.65,45.47,14.91,0,16,4
S00899,"Shadowview, ND",WEST,Small Town,356089.346,339696.8299,542012.9435,302843.1615,6,103603,112,80107,112148,242489,16.14,22.95,34.38,0,31,3
S00900,"Bluesprings, GA",SOUTH,Small Town,900549.3506,901240.5095,873462.207,945305.8132,6,43885,34,61574,48760,115545,10.1,20.130000000000003,29.65,0,12,2
S00901,"Bearmere, TN",SOUTH,Small Town,2686438.328,2888834.857,3184204.203,2805235.644,6,96423,171,72521,103695,260896,10.79,14.07,33.98,1,22,7
S00902,"Oakkeep, ME",NORTH,Small Town,602627.9017,523742.6648,714206.8728,487775.3298,6,54545,51,70175,60872,128600,13.43,39.65,19.98,1,18,3
S00903,"Pinejunction, AZ",WEST,Rural,587025.6667,536404.4772,615614.3316,536857.0997,4,42608,14,55901,55115,94767,8.27,7.9,32.61,0,10,2
S00904,"Ashkeep, VA",NORTH,Small City,405814.1327,351736.3638,504951.6324,347715.1852,5,528769,2770,128542,571959,1198328,39.66,45.77,18.36,0,62,3
S00905,"Crystalrock, NY",NORTH,Large Town,1184413.341,1184246.433,1414690.833,1018225.173,1,90922,117,76571,101752,216304,13.96,65.47,5.859999999999999,1,17,2
S00906,"Northwood, NY",NORTH,Small Town,110074.75,113238.0,169317.5,102559.75,6,25877,99,65059,29294,66397,11.530000000000001,54.25000000000001,8.629999999999999,0,12,2
S00907,"Foxside, TX",SOUTH,Small Town,980781.4214,1061735.476,1126972.88,1041073.854,6,68514,155,55261,78373,206684,8.19,17.37,30.57,0,14,3
S00908,"Graywood, NY",NORTH,Small City,289460.2003,240546.681,384217.1981,228237.7337,5,171454,2494,100176,180986,486872,28.6,43.18000000000001,12.29,2,19,1
S00909,"Stormplains, NJ",NORTH,Large Town,1263183.02,1188280.179,1552750.628,1250323.002,1,155047,750,121393,166965,417586,34.01,48.67,12.510000000000002,0,27,1
S00910,"Eaglegrove, ID",WEST,Small City,445958.6084,448751.4655,560155.1878,450766.8098,5,176804,526,94882,185703,454745,21.39,12.830000000000002,35.72,2,41,7
S00911,"Bearkeep, MA",NORTH,Large Town,257309.0062,249109.2061,359626.1146,217340.1125,1,142651,688,99091,150575,366982,26.85,54.97,11.95,1,24,1
S00912,"Coppercross, CO",WEST,Large Town,561842.8659,583453.0254,620776.9729,437664.7112,1,153218,282,101041,161782,386293,25.47,12.66,33.92,1,37,5
S00913,"Greencross, OH",NORTH,Small Town,533915.3494,402136.7196,546323.9365,396614.7049,6,82068,338,95207,87221,202235,23.42,34.41,19.240000000000002,0,23,3
S00914,"Blackharbor, PA",NORTH,Small Town,763641.3727,695893.4431,1112304.236,800152.2486,6,43399,118,54137,49154,98403,9.02,64.82,7.3,0,13,3
S00915,"Vanmark, OR",WEST,Large Town,799795.3291,791369.4915,779213.1382,728636.1372,1,634608,1451,97723,671832,1492578,24.560000000000002,37.2,20.57,5,116,11
S00916,"Cedarshire, MI",NORTH,Small Town,585844.9603,649594.3391,718483.3679,540358.5533,6,130923,346,68730,141625,310006,12.32,45.22,14.16,1,35,3
S00917,"Coppergard, NC",SOUTH,Rural,1038919.375,1084361.524,1090252.508,1095336.177,4,88318,123,74545,116303,197483,15.330000000000002,15.239999999999998,35.59,2,22,3
S00918,"Crystalshire, TX",WEST,Large Town,613101.745,718161.656,754728.9069,557950.2794,1,100074,822,129985,104694,268681,36.81,4.36,33.18,1,20,6
S00919,"Wintown, AR",WEST,Rural,1455387.984,1593006.763,1736102.064,1319350.057,4,31168,43,71127,34031,84689,14.27,15.76,30.39,1,12,2
S00920,"Moonwood, TX",WEST,Large Town,605377.111,621212.64,755007.6329,526843.5834,1,111436,971,118303,116344,320072,32.78,5.41,42.28,1,24,9
S00921,"Galcross, OH",NORTH,Rural,208118.5677,225025.9043,299443.5658,212679.6327,4,30090,60,50568,33635,73020,7.56,52.14,10.17,0,9,1
S00922,"Eaglehold, NC",SOUTH,Large Town,1049713.441,885844.7046,1322333.304,1054650.578,1,103693,845,142231,108720,266939,42.75,7.79,35.37,2,22,4
S00923,"Irondor, VA",NORTH,Rural,378972.2977,366381.9278,430347.0625,373515.5389,4,60083,67,71906,66215,156423,15.14,25.86,22.36,1,18,3
S00924,"Greenvalley, MO",WEST,Large Town,438126.5143,419237.2265,493901.7753,413438.616,1,206292,2006,78885,228242,436325,16.79,74.05000000000001,7.22,1,36,3
S00925,"Beartown, PA",NORTH,Small Town,482297.9152,484054.107,577386.2758,435685.0902,6,35417,48,56463,39858,85580,9.22,51.650000000000006,10.19,0,7,2
S00926,"Moonkeep, WA",WEST,Large Town,308131.8594,315891.8604,381313.3947,317744.0883,1,132294,900,103458,137826,362682,26.330000000000002,20.189999999999998,23.33,1,25,3
S00927,"Pineshire, FL",SOUTH,Small Town,1156743.605,1050275.085,1044957.127,1314397.675,6,111354,483,70843,134298,250600,11.57,8.26,32.010000000000005,1,32,6
S00928,"Lakeridge, CA",WEST,Small City,304012.25,236503.25,295903.0,294062.25,5,220853,1235,79989,227357,711654,19.37,56.14,7.48,0,28,2
S00929,"Pinerock, NC",SOUTH,Large Town,476678.0516,379237.6245,550997.5264,481669.123,1,281204,973,105678,302308,650325,28.0,18.28,38.91,4,50,8
S00930,"Goldgard, NY",NORTH,Small Town,331865.4393,369387.455,475524.8541,344742.6447,6,104383,215,79821,109663,244015,14.77,48.09,11.649999999999999,1,20,4
S00931,"Clearmesa, MO",WEST,Small Town,390571.4438,370547.8652,515140.6499,419922.8966,6,175548,660,128135,183405,444516,36.089999999999996,20.98,19.2,3,44,5
S00932,"Stoneview, OK",WEST,Large Town,1634049.209,1753033.148,2071776.784,1760258.313,1,319076,292,75233,348451,795284,14.580000000000002,31.090000000000003,21.78,5,81,24
S00933,"Coppervalley, TN",SOUTH,Large Town,1383252.114,1358199.55,1417359.277,1283266.03,1,210862,468,80382,228210,500531,17.05,31.1,21.58,3,54,9
S00934,"Wincamp, NJ",NORTH,Small Town,168172.5645,154376.4631,174303.3121,145612.9332,6,78977,244,98049,83925,202069,24.630000000000003,50.279999999999994,15.66,1,19,3
S00935,"Ironcamp, NC",SOUTH,Rural,382369.1813,350651.452,430738.9911,424898.1254,4,19109,40,65673,21452,45723,11.59,27.340000000000003,20.53,0,4,1
S00936,"Sunrock, VA",NORTH,Small Town,1363895.142,1278120.433,1645028.88,1128186.414,6,82425,348,117432,85906,231688,33.33,11.940000000000001,33.9,2,22,4
S00937,"Vanstrand, TN",SOUTH,Rural,1369135.728,1428372.479,1609715.67,1286655.939,4,24652,40,69631,26401,66501,11.54,23.300000000000004,28.08,0,5,1
S00938,"Morcliff, KY",NORTH,Large Town,190615.5,181559.0,220519.25,159818.0,1,148674,813,79462,165478,345641,19.830000000000002,57.92999999999999,12.46,0,25,2
S00939,"Crystalmark, NC",SOUTH,Large Town,194420.25,191376.75,204396.25,182976.5,1,85963,467,66177,93886,206973,12.21,33.91,21.82,1,19,4
S00940,"Lowcove, AZ",WEST,Small Town,530675.6335,495085.1056,627241.3057,562889.5882,6,646473,1333,91469,705577,1658489,21.2,19.880000000000003,24.64,8,126,17
S00941,"Startown, CA",WEST,Small Town,930865.6448,865441.6968,991495.6458,899054.5595,6,621439,653,96720,648858,1649321,24.799999999999997,30.659999999999997,20.83,5,120,19
S00942,"Westharbor, OK",WEST,Large Town,504664.4655,575481.5163,623081.5956,513334.1885,1,143831,404,99082,157099,350318,23.95,24.049999999999997,31.11,3,33,7
S00943,"Stormwood, IL",NORTH,Rural,143023.8743,149837.2946,188850.0565,128321.463,4,27787,39,58631,31196,65793,7.5600000000000005,64.21,6.8500000000000005,0,9,1
S00944,"Clearford, KS",WEST,Large Town,516384.3597,595353.7719,620734.5212,469533.4237,1,210931,629,112484,222125,516892,27.979999999999997,19.43,26.439999999999998,3,71,11
S00945,"Graniteport, WV",NORTH,Small Town,2658512.0,2824792.0,3479224.0,2845868.0,6,65919,233,66736,73925,148472,12.2,51.57,10.06,1,26,3
S00946,"Windor, MA",NORTH,Large Town,154975.6634,161008.5762,209371.5159,166890.3139,1,161662,520,95629,170311,413083,25.73,57.92,11.5,1,38,6
S00947,"Westhold, LA",SOUTH,Large Town,1603670.558,1434696.513,1769407.57,1936766.44,1,181386,1919,63734,211662,397616,15.42,63.730000000000004,11.64,1,27,4
S00948,"Riverbrook, MS",SOUTH,Small Town,558163.3285,624538.9406,606177.495,557131.5832,6,57674,57,57522,63827,145712,10.3,21.740000000000002,30.65,1,21,3
S00949,"Maplereach, PA",NORTH,Small Town,1098013.137,1163158.495,1471073.494,1028489.315,6,97473,261,77977,105089,223317,16.06,54.839999999999996,11.059999999999999,1,35,4
S00950,"Pinefall, NC",SOUTH,Rural,353265.9177,359822.8834,462263.5721,435957.693,4,19596,26,57607,27654,45131,8.54,26.37,21.16,0,7,1
S00951,"Clearmont, NC",SOUTH,Rural,1491668.88,1652913.559,1686053.032,1545744.594,4,92026,60,62489,107391,212261,10.75,21.490000000000002,27.490000000000002,2,27,7
S00952,"Stormmesa, CA",WEST,Small Town,542490.1639,569477.8549,465368.7309,530046.3111,6,82833,88,69328,88734,202092,15.78,30.14,15.7,0,23,2
S00953,"Moontown, OH",NORTH,Rural,294890.9553,330631.7898,347106.5779,260075.5954,4,64352,66,60465,74002,150547,9.55,62.39,8.83,1,27,3
S00954,"Copperview, MN",WEST,Rural,353365.1051,356613.2826,521770.6119,369506.283,4,32411,17,60766,38252,72685,8.88,54.739999999999995,12.54,0,23,2
S00955,"Stonedor, NC",SOUTH,Small Town,1033950.461,1098860.753,1201405.314,1064172.144,6,77190,285,94315,81202,206182,21.17,7.06,44.84,0,12,2
S00956,"Sunbay, NC",SOUTH,Small Town,713917.4844,775160.5933,754046.4817,693942.9045,6,56423,246,71132,61510,136967,11.75,28.17,16.240000000000002,1,18,6
S00957,"Westcove, DE",NORTH,Large Town,1245917.68,1081715.771,1589105.506,1166999.994,1,157693,873,79460,168498,395202,17.37,44.900000000000006,14.09,2,26,3
S00958,"Wolfford, NH",NORTH,Large Town,281548.7525,290120.2425,479915.3605,371368.9114,1,166060,748,96074,173591,449498,25.32,53.79,11.56,1,31,3
S00959,"Bluerun, OH",NORTH,Large Town,133008.25,127296.5,195729.75,140705.5,1,101557,1350,67036,110204,220843,10.25,69.69,5.04,0,21,1
S00960,"Blackjunction, TN",SOUTH,Large Town,103260.2377,106463.0646,144237.9857,114828.4721,1,209571,610,77641,231234,474085,16.92,29.35,25.33,3,41,6
S00961,"Copperside, PA",NORTH,Large Town,2175432.153,2115814.62,2537906.275,2015154.138,1,81815,463,79606,86664,207256,16.07,49.790000000000006,15.69,1,15,2
S00962,"Pinekeep, OH",NORTH,Small Town,635581.7429,645015.0882,827907.7282,656147.4575,6,63924,477,72018,68488,153424,12.38,48.37,10.32,0,12,2
S00963,"Crystalcamp, MO",WEST,Small Town,216375.6773,217929.2338,239994.6656,224766.3931,6,60348,563,120218,62710,163609,33.7,4.95,46.72,2,16,3
S00964,"Silverwatch, AL",SOUTH,Rural,688153.2605,683353.1711,808990.3606,625497.394,4,44329,102,64338,47835,108157,10.88,29.36,18.75,1,12,3
S00965,"Starreach, OK",WEST,Rural,1856241.675,1785563.792,1777066.05,1521574.097,4,31375,25,51626,41117,77938,6.859999999999999,29.479999999999997,19.39,0,15,2
S00966,"Northmark, FL",SOUTH,Small City,396749.591,327492.8451,420159.2311,456048.5085,5,100442,1550,75137,105952,250813,14.92,17.92,16.34,1,23,7
S00967,"Eastmark, MI",NORTH,Small City,319357.4023,376464.5884,451222.5491,319613.1999,5,119149,1771,70215,125067,271047,10.8,59.45,5.289999999999999,0,24,2
S00968,"Sungrove, MS",SOUTH,Rural,377792.699,422708.3537,439140.9689,363662.9576,4,49831,20,49077,58547,121396,7.0600000000000005,24.53,20.85,0,22,3
S00969,"Blackridge, IN",SOUTH,Small Town,440294.6522,625649.7256,732315.9998,515431.4219,6,103689,263,69628,113704,244129,11.34,44.58,16.03,2,31,6
S00970,"Greenhold, MO",WEST,Small Town,1017816.449,1233133.461,1212040.03,1028285.775,6,43447,48,79695,47110,107975,13.62,30.410000000000004,21.17,0,14,2
S00971,"Crystalfall, CA",WEST,Small Town,417877.9635,403929.0364,405961.1367,352951.7313,6,109860,381,80735,113507,349633,16.99,17.29,19.509999999999998,2,23,5
S00972,"Grayhold, FL",SOUTH,Large Town,181890.75,162902.0,218984.0,176827.25,1,442324,2738,68171,480177,1172232,14.489999999999998,37.910000000000004,22.22,2,79,10
S00973,"Granitehold, AL",SOUTH,Small Town,481605.4422,525268.3912,565471.1805,470339.2476,6,43567,71,61403,49275,103388,8.7,41.02,16.18,0,6,2
