Store ID,Store Name,Division,n_weeks,Actual_Total,Predicted_Total,WAPE_pct,Bias_pct,RMSE,Q1_Bias,Q2_Bias,Q3_Bias,Q4_Bias,abs_bias,target_status,role_of_store,Plan_Total,Plan_Bias_pct,Plan_WAPE_pct,Model_Improvement_pp
S00573,"Wincourt, TN",SOUTH,13,26487764.0,26874674.0,6.86,1.46,162587.0,,,2.0,1.1,1.46,Well-Calibrated,Neutral,27215990.219,2.7492929150229535,2.7492929150229535,-4.110707084977047
S01115,"Eaglerock, MI",NORTH,13,9942652.0,10087999.0,6.9,1.46,64698.0,,,2.5,0.7,1.46,Well-Calibrated,Defend,9953771.5338,0.11183669910201349,0.11183669910201349,-6.7881633008979865
S01569,"Eastshire, SC",SOUTH,13,12192240.0,12015915.0,8.19,-1.45,88333.0,,,1.3,-3.2,1.45,Well-Calibrated,High Growth,11974449.4921,-1.7863043042131685,1.7863043042131685,-6.403695695786831
S01307,"Wincross, ME",NORTH,13,8638302.0,8763646.0,6.49,1.45,56737.0,,,0.9,1.8,1.45,Well-Calibrated,Maintain,8833312.983,2.2575152269508414,2.2575152269508414,-4.232484773049158
S00458,"Crystalvalley, MS",SOUTH,13,12813119.0,12627088.0,5.43,-1.45,68746.0,,,1.9,-3.5,1.45,Well-Calibrated,Neutral,13298539.9473,3.788468266781883,3.788468266781883,-1.6415317332181165
S01162,"Frostplains, VA",SOUTH,13,11460515.0,11627162.0,9.44,1.45,101868.0,,,-0.0,2.5,1.45,Well-Calibrated,Maintain,12041063.807,5.0656432717028865,5.0656432717028865,-4.374356728297113
S00205,"Graniteford, UT",WEST,13,2340424.0,2306603.0,13.89,-1.45,33515.0,,,-6.6,2.5,1.45,Well-Calibrated,Defend,2106208.9527000003,-10.007376753101136,10.007376753101136,-3.8826232468988646
S00349,"Brightshire, TX",SOUTH,13,25073005.0,24710430.0,5.96,-1.45,157227.0,,,1.6,-3.2,1.45,Well-Calibrated,High Growth,23792193.658,-5.108328028491201,5.108328028491201,-0.8516719715087993
S00506,"Redmere, TX",WEST,13,25024552.0,25388304.0,4.58,1.45,115258.0,,,2.4,0.8,1.45,Well-Calibrated,Neutral,26697932.604,6.686955290947861,6.686955290947861,2.1069552909478606
S01017,"Bearwood, MO",WEST,13,22900521.0,22571384.0,4.37,-1.44,97723.0,,,-0.7,-1.9,1.44,Well-Calibrated,Growth,21445223.509,-6.354866297583363,6.354866297583363,1.9848662975833626
S01089,"Starhaven, LA",SOUTH,13,23761135.0,23418374.0,5.68,-1.44,123278.0,,,-0.3,-2.2,1.44,Well-Calibrated,High Growth,22328746.791,-6.028281936027041,6.028281936027041,0.3482819360270417
S01119,"Northgate, GA",SOUTH,13,24492603.0,24141094.0,6.53,-1.44,152302.0,,,1.1,-3.1,1.44,Well-Calibrated,Growth,22259064.014,-9.119238922869902,9.119238922869902,2.589238922869902
S00387,"Grayport, NC",SOUTH,13,10792788.0,10638340.0,5.64,-1.43,59043.0,,,1.2,-3.1,1.43,Well-Calibrated,High Growth,11494611.5533,6.502708598556747,6.502708598556747,0.8627085985567478
S00324,"Stoneheights, MO",WEST,13,9660086.0,9797968.0,8.37,1.43,78742.0,,,1.3,1.5,1.43,Well-Calibrated,Growth,9679670.987,0.2027413317024272,0.2027413317024272,-8.167258668297572
S01319,"Graniteridge, NC",SOUTH,13,14537983.0,14329558.0,4.73,-1.43,77436.0,,,1.4,-3.3,1.43,Well-Calibrated,High Growth,14570683.3474,0.22493042810684483,0.22493042810684483,-4.505069571893156
S00687,"Vanrun, NV",WEST,13,29538457.0,29115922.0,6.5,-1.43,190624.0,,,0.6,-2.6,1.43,Well-Calibrated,Growth,29972160.559,1.4682674826244322,1.4682674826244322,-5.031732517375568
S01086,"Stonebay, NC",SOUTH,13,33926452.0,34408176.0,6.59,1.42,215609.0,,,0.9,1.8,1.42,Well-Calibrated,Neutral,34641671.17,2.1081460861277264,2.1081460861277264,-4.481853913872273
S00724,"Blueheights, MI",NORTH,13,13682692.0,13877355.0,8.42,1.42,106554.0,,,-0.7,3.0,1.42,Well-Calibrated,Neutral,13024290.6357,-4.811928561280189,4.811928561280189,-3.6080714387198105
S00110,"Northridge, MO",WEST,13,30230484.0,29802354.0,7.07,-1.42,250602.0,,,-2.4,-0.7,1.42,Well-Calibrated,Maintain,29096300.0,-3.7517890881270706,3.7517890881270706,-3.3182109118729297
S00572,"Whiterun, AK",WEST,13,18824744.0,19091112.0,6.94,1.41,119878.0,,,0.4,2.2,1.41,Well-Calibrated,Maintain,17734174.921,-5.793274421155474,5.793274421155474,-1.146725578844526
S01497,"Eaglefield, TX",SOUTH,13,2067898.0,2097016.0,6.29,1.41,11647.0,,,3.3,0.3,1.41,Well-Calibrated,High Growth,1970947.0,-4.688384049890275,4.688384049890275,-1.601615950109725
S00167,"Ironisle, OH",NORTH,13,8398793.0,8280442.0,7.82,-1.41,63833.0,,,-0.7,-1.9,1.41,Well-Calibrated,Defend,8906302.4994,6.042648025734164,6.042648025734164,-1.7773519742658364
S00898,"Starvalley, IL",WEST,13,9095969.0,9223789.0,8.87,1.41,67847.0,,,1.6,1.3,1.41,Well-Calibrated,Defend,9520115.7679,4.663019057122989,4.663019057122989,-4.20698094287701
S00335,"Sunwatch, NM",WEST,13,15222907.0,15007793.0,6.9,-1.41,104266.0,,,-1.5,-1.4,1.41,Well-Calibrated,Neutral,15491215.9783,1.762534437739123,1.762534437739123,-5.137465562260878
S01231,"Rivsprings, NY",NORTH,13,13243651.0,13056490.0,6.33,-1.41,97083.0,,,-3.3,-0.0,1.41,Well-Calibrated,Defend,12311602.8071,-7.03769823668715,7.03769823668715,0.7076982366871496
S00096,"Moonjunction, CA",WEST,13,5243247.0,5316846.0,11.0,1.4,53091.0,,,6.0,-1.4,1.4,Well-Calibrated,Defend,5117501.2604,-2.3982417688886293,2.3982417688886293,-8.60175823111137
S00050,"Crystalcove, AR",WEST,13,9668809.0,9533433.0,3.9,-1.4,39644.0,,,-0.8,-1.8,1.4,Well-Calibrated,Maintain,10218584.1445,5.6860689305166785,5.6860689305166785,1.7860689305166786
S01380,"Vanharbor, TX",SOUTH,13,17853651.0,17603150.0,4.77,-1.4,82833.0,,,1.1,-2.9,1.4,Well-Calibrated,High Growth,17063098.171,-4.427961703743397,4.427961703743397,-0.34203829625660287
S00325,"Highgate, OR",WEST,13,2559569.0,2523656.0,6.58,-1.4,17355.0,,,0.4,-2.5,1.4,Well-Calibrated,Neutral,2239932.3412,-12.48790944100354,12.48790944100354,5.9079094410035395
S00955,"Stonedor, NC",SOUTH,13,16052407.0,15827903.0,3.51,-1.4,60126.0,,,-0.9,-1.7,1.4,Well-Calibrated,High Growth,15716118.3796,-2.0949420258282783,2.0949420258282783,-1.4150579741717215
S00695,"Graysprings, CA",WEST,13,5494591.0,5418013.0,6.35,-1.39,35248.0,,,-1.5,-1.3,1.39,Well-Calibrated,Defend,5318438.0906,-3.2059330603497194,3.2059330603497194,-3.1440669396502803
S01651,"Foxhold, NC",SOUTH,13,9539212.0,9670672.0,7.68,1.38,73055.0,,,-1.5,3.5,1.38,Well-Calibrated,Neutral,9048577.7182,-5.143341837879271,5.143341837879271,-2.5366581621207285
S00420,"Blackkeep, AL",SOUTH,13,11933019.0,11768282.0,3.2,-1.38,39346.0,,,-0.2,-2.1,1.38,Well-Calibrated,Growth,12537200.243,5.063104676193013,5.063104676193013,1.8631046761930126
S01462,"Northisle, UT",WEST,13,7544987.0,7441174.0,7.23,-1.38,53368.0,,,-0.5,-1.9,1.38,Well-Calibrated,High Growth,7654138.4987,1.446675768957592,1.446675768957592,-5.783324231042409
S00119,"Sunhold, TN",SOUTH,13,13498729.0,13684481.0,8.18,1.38,99973.0,,,4.0,-0.3,1.38,Well-Calibrated,Maintain,13717751.6137,1.6225424904818857,1.6225424904818857,-6.557457509518114
S00978,"Eastvalley, LA",SOUTH,13,5975505.0,5892906.0,5.73,-1.38,31968.0,,,-0.5,-1.9,1.38,Well-Calibrated,Growth,6100319.3099,2.088765885059083,2.088765885059083,-3.6412341149409175
S01336,"Eastmere, AZ",WEST,13,8570564.0,8452566.0,6.96,-1.38,65457.0,,,-2.1,-0.9,1.38,Well-Calibrated,Defend,8833993.248399999,3.073651260290443,3.073651260290443,-3.886348739709557
S01225,"Eagledale, MA",NORTH,13,3199272.0,3155240.0,7.02,-1.38,22663.0,,,-6.1,2.2,1.38,Well-Calibrated,Defend,3017667.6407999997,-5.676427612281803,5.676427612281803,-1.3435723877181962
S00004,"Vanshire, MO",WEST,13,8464376.0,8581598.0,8.52,1.38,69474.0,,,0.4,2.1,1.38,Well-Calibrated,Defend,8374759.1887,-1.0587527219962838,1.0587527219962838,-7.461247278003716
S00505,"Irondor20, VA",SOUTH,13,2393752.0,2426502.0,7.59,1.37,15555.0,,,-2.9,4.9,1.37,Well-Calibrated,Defend,2262980.75,-5.463024156220026,5.463024156220026,-2.1269758437799737
S00260,"Southjunction, VA",NORTH,13,12494832.0,12323523.0,6.27,-1.37,78276.0,,,0.5,-2.7,1.37,Well-Calibrated,Growth,12167553.7174,-2.619309187990687,2.619309187990687,-3.6506908120093127
S01513,"Highfall, FL",SOUTH,13,9246406.0,9119366.0,5.08,-1.37,47278.0,,,-2.2,-0.9,1.37,Well-Calibrated,Growth,9938928.8741,7.4896438043062314,7.4896438043062314,2.4096438043062314
S01628,"Rivercliff, WV",NORTH,13,10926684.0,10776493.0,4.2,-1.37,42274.0,,,-4.7,1.1,1.37,Well-Calibrated,High Growth,10813506.4925,-1.0357900667759798,1.0357900667759798,-3.1642099332240203
S00701,"Northgrove, MO",WEST,13,2912598.0,2952504.0,9.06,1.37,25333.0,,,2.9,0.3,1.37,Well-Calibrated,Neutral,2974536.2782,2.1265646065814803,2.1265646065814803,-6.93343539341852
S01562,"Northkeep, PA",NORTH,13,8659812.0,8541910.0,7.67,-1.36,61078.0,,,-1.9,-1.0,1.36,Well-Calibrated,Defend,8593741.6122,-0.7629540664393247,0.7629540664393247,-6.907045933560675
S00551,"Pinewatch, NY",NORTH,13,7772467.0,7878323.0,4.25,1.36,32710.0,,,1.2,1.5,1.36,Well-Calibrated,Defend,7579708.2338,-2.4800203873493505,2.4800203873493505,-1.7699796126506495
S01458,"Maplerun, TX",SOUTH,13,18201266.0,17954130.0,5.28,-1.36,89755.0,,,-3.6,0.2,1.36,Well-Calibrated,High Growth,17864916.776,-1.8479441155356966,1.8479441155356966,-3.4320558844643037
S01176,"Rivermark, TX",SOUTH,13,33099295.0,33550920.0,9.04,1.36,299940.0,,,-0.8,2.9,1.36,Well-Calibrated,Growth,31584791.47,-4.575636822476132,4.575636822476132,-4.464363177523867
S01079,"Stonehaven, TN",SOUTH,13,24379877.0,24711292.0,6.82,1.36,155254.0,,,1.8,1.1,1.36,Well-Calibrated,Neutral,24531042.601999998,0.6200425129298154,0.6200425129298154,-6.199957487070185
S00162,"Cedargard, OK",WEST,13,3709230.0,3658806.0,9.52,-1.36,36816.0,,,-3.2,-0.0,1.36,Well-Calibrated,Neutral,3624154.665,-2.2936117469124313,2.2936117469124313,-7.226388253087569
S00649,"Copperhold, PA",NORTH,13,6541525.0,6630290.0,5.27,1.36,36794.0,,,2.1,0.9,1.36,Well-Calibrated,Defend,6433072.7861,-1.6579041416183513,1.6579041416183513,-3.6120958583816485
S00351,"Foxkeep, NY",NORTH,13,30076128.0,29666984.0,7.66,-1.36,203910.0,,,0.3,-2.5,1.36,Well-Calibrated,Maintain,27263354.502,-9.352179569125386,9.352179569125386,1.6921795691253863
S01657,"Sunmere, WA",WEST,13,7614164.0,7717000.0,5.78,1.35,46557.0,,,0.7,1.9,1.35,Well-Calibrated,Neutral,7549261.385,-0.8523931845964996,0.8523931845964996,-4.9276068154035
S01499,"Clearfall, NY",NORTH,13,2127078.0,2098399.0,6.34,-1.35,13794.0,,,0.1,-2.4,1.35,Well-Calibrated,Maintain,2066102.8484,-2.866615685931592,2.866615685931592,-3.473384314068408
S01334,"Eaglecove, NJ",NORTH,13,5248285.0,5178106.0,5.45,-1.34,25787.0,,,-3.7,0.3,1.34,Well-Calibrated,Defend,5204243.0612,-0.839168200659828,0.839168200659828,-4.610831799340172
S00109,"Lowfall, AL",SOUTH,13,7064695.0,6969812.0,5.98,-1.34,37697.0,,,1.6,-3.2,1.34,Well-Calibrated,Neutral,6927736.8724,-1.9386276067119703,1.9386276067119703,-4.0413723932880306
S01260,"Cedarwood, NC",SOUTH,13,14756731.0,14558849.0,8.31,-1.34,113442.0,,,0.6,-2.6,1.34,Well-Calibrated,Neutral,15079324.002600001,2.1860736134581646,2.1860736134581646,-6.123926386541836
S00361,"Lowmark, IN",NORTH,13,10372125.0,10233167.0,6.4,-1.34,64109.0,,,-0.7,-1.8,1.34,Well-Calibrated,Growth,10749861.264,3.6418406449980156,3.6418406449980156,-2.7581593550019847
S01599,"Cedarside, OH",NORTH,13,5040419.0,5107926.0,6.71,1.34,34967.0,,,3.1,0.2,1.34,Well-Calibrated,Defend,5104650.1909,1.2743224501772534,1.2743224501772534,-5.4356775498227465
S01446,"Lowplains, MS",SOUTH,13,13944155.0,14131266.0,6.14,1.34,89938.0,,,0.5,1.9,1.34,Well-Calibrated,Neutral,14332070.048999999,2.781918653371242,2.781918653371242,-3.3580813466287576
S01365,"Cedarcove, LA",SOUTH,13,9844337.0,9712449.0,5.45,-1.34,48702.0,,,-1.4,-1.3,1.34,Well-Calibrated,Neutral,9655966.2732,-1.9134932784198704,1.9134932784198704,-3.53650672158013
S01171,"Eaglefall, GA",SOUTH,13,3724870.0,3674989.0,8.33,-1.34,31002.0,,,0.3,-2.4,1.34,Well-Calibrated,Maintain,3697536.9925,-0.7337976224673568,0.7337976224673568,-7.596202377532643
S01434,"Ashbrook, CA",WEST,13,10908019.0,11052702.0,16.96,1.33,162805.0,,,4.1,-0.5,1.33,Well-Calibrated,Maintain,11287497.2339,3.4788923075766496,3.4788923075766496,-13.48110769242335
S01189,"Foxrock, ME",NORTH,13,19252675.0,19509000.0,9.16,1.33,181154.0,,,0.5,2.0,1.33,Well-Calibrated,Maintain,19610759.225,1.8599193358845016,1.8599193358845016,-7.300080664115498
S00034,"Eaglekeep, MO",WEST,13,5178170.0,5109475.0,9.69,-1.33,47068.0,,,-5.8,2.1,1.33,Well-Calibrated,Growth,5208425.4628,0.5842887120353303,0.5842887120353303,-9.105711287964668
S00152,"Southhold, CA",WEST,13,20545493.0,20272224.0,5.67,-1.33,116398.0,,,2.7,-3.8,1.33,Well-Calibrated,Defend,20147244.897,-1.9383720945513456,1.9383720945513456,-3.7316279054486543
S00435,"Southmesa, FL",SOUTH,13,18475009.0,18231064.0,4.37,-1.32,98482.0,,,-1.3,-1.4,1.32,Well-Calibrated,Growth,20381897.687,10.321449299429295,10.321449299429295,5.951449299429295
S01452,"Mapledor, OH",NORTH,13,5396604.0,5325352.0,7.55,-1.32,40281.0,,,1.5,-3.1,1.32,Well-Calibrated,Defend,5808423.4437,7.631085099073412,7.631085099073412,0.08108509907341244
S00242,"Rivfall, MO",WEST,13,11294815.0,11145876.0,7.01,-1.32,83054.0,,,-1.8,-1.0,1.32,Well-Calibrated,High Growth,10620463.4516,-5.970452357121385,5.970452357121385,-1.039547642878615
S00327,"Frostpoint, GA",SOUTH,13,17320666.0,17094518.0,6.14,-1.31,105120.0,,,-1.2,-1.4,1.31,Well-Calibrated,High Growth,16833561.7628,-2.812271983075012,2.812271983075012,-3.3277280169249877
S00776,"Goldhollow, KY",NORTH,13,12207480.0,12047097.0,6.52,-1.31,79525.0,,,-0.2,-2.1,1.31,Well-Calibrated,Neutral,12016982.6036,-1.5604973049310824,1.5604973049310824,-4.959502695068917
S01545,"Shadowhollow, MA",NORTH,13,16339162.0,16124628.0,5.21,-1.31,80175.0,,,-2.0,-0.8,1.31,Well-Calibrated,Maintain,16242724.4574,-0.5902233088820606,0.5902233088820606,-4.61977669111794
S01247,"Eaglejunction, PA",NORTH,13,14329924.0,14142350.0,7.18,-1.31,120817.0,,,-0.8,-1.7,1.31,Well-Calibrated,Maintain,14577155.724200001,1.7252828710047656,1.7252828710047656,-5.4547171289952345
S01550,"Stormbay, PA",NORTH,13,34424554.0,33974076.0,4.93,-1.31,166314.0,,,-0.1,-2.2,1.31,Well-Calibrated,Defend,33389453.223,-3.006867647435603,3.006867647435603,-1.9231323525643966
S00077,"Ironsprings, LA",SOUTH,13,6146734.0,6066534.0,6.36,-1.3,36429.0,,,1.6,-3.1,1.3,Well-Calibrated,Neutral,5959671.3886,-3.043284635385228,3.043284635385228,-3.3167153646147725
S00943,"Stormwood, IL",NORTH,13,2256783.0,2286072.0,5.63,1.3,13243.0,,,1.9,0.9,1.3,Well-Calibrated,Defend,2390114.2659,5.908023319034219,5.908023319034219,0.27802331903421873
S01658,"Rivridge, FL",SOUTH,13,18559677.0,18318744.0,8.55,-1.3,157161.0,,,0.5,-2.4,1.3,Well-Calibrated,Neutral,18303858.107,-1.3783585403991632,1.3783585403991632,-7.1716414596008375
S00182,"Starview, VA",NORTH,13,12355524.0,12194360.0,5.36,-1.3,62150.0,,,-3.6,0.4,1.3,Well-Calibrated,Growth,12099797.1969,-2.0697366060719014,2.0697366060719014,-3.290263393928099
S01015,"Crystalridge, FL",SOUTH,13,3553996.0,3507865.0,4.92,-1.3,18840.0,,,-2.7,-0.5,1.3,Well-Calibrated,High Growth,4107665.75,15.578794967692705,15.578794967692705,10.658794967692705
S01464,"Ashfall, FL",SOUTH,13,12136192.0,11978361.0,5.48,-1.3,62110.0,,,-1.2,-1.4,1.3,Well-Calibrated,Growth,12272102.323,1.1198761769754533,1.1198761769754533,-4.360123823024547
S01690,"Highbend, WA",WEST,13,4340598.0,4396924.0,5.46,1.3,25071.0,,,1.4,1.2,1.3,Well-Calibrated,Growth,4314738.7015,-0.5957542831655815,0.5957542831655815,-4.864245716834418
S01663,"Shadowreach, OH",NORTH,13,6090818.0,6011793.0,6.51,-1.3,36909.0,,,-1.4,-1.2,1.3,Well-Calibrated,Defend,6029111.5385,-1.0131063101869109,1.0131063101869109,-5.4968936898130885
S01211,"Oakmont, MT",WEST,13,10915526.0,10773450.0,9.89,-1.3,120282.0,,,-2.0,-0.8,1.3,Well-Calibrated,Growth,10911824.7744,-0.03390789962847847,0.03390789962847847,-9.856092100371523
S01507,"Oakcrest, MO",WEST,13,15055953.0,14860219.0,7.31,-1.3,109146.0,,,0.2,-2.3,1.3,Well-Calibrated,Neutral,14802809.9704,-1.681348431414471,1.681348431414471,-5.6286515685855285
S00055,"Northshire, KY",SOUTH,13,7904982.0,8006570.0,5.1,1.29,40489.0,,,-0.1,2.2,1.29,Well-Calibrated,Maintain,7858644.1323,-0.5861856193979985,0.5861856193979985,-4.5138143806020015
S01420,"Bluecamp, MA",NORTH,13,7038609.0,6947913.0,8.0,-1.29,45039.0,,,0.6,-2.5,1.29,Well-Calibrated,Neutral,6856865.4763,-2.5820943271603776,2.5820943271603776,-5.417905672839622
S00795,"Blackhaven, AL",SOUTH,13,39305096.0,38797264.0,7.02,-1.29,250726.0,,,-2.1,-0.7,1.29,Well-Calibrated,High Growth,40340199.676,2.633510107696974,2.633510107696974,-4.386489892303025
S00380,"Galkeep, FL",SOUTH,13,16891430.0,16673292.0,4.85,-1.29,75704.0,,,-0.3,-1.9,1.29,Well-Calibrated,Growth,16637227.587000001,-1.5049194354770363,1.5049194354770363,-3.3450805645229633
S00178,"Eaglecross, TX",WEST,13,5592934.0,5520526.0,10.02,-1.29,53258.0,,,-2.0,-0.8,1.29,Well-Calibrated,Growth,5185045.5898,-7.292923717676622,7.292923717676622,-2.7270762823233774
S01251,"Riverford, WV",NORTH,13,10162348.0,10032502.0,6.08,-1.28,59399.0,,,-0.8,-1.6,1.28,Well-Calibrated,Defend,9775585.9804,-3.8058332542833626,3.8058332542833626,-2.2741667457166375
S01203,"Southhollow, MA",NORTH,13,16713134.0,16927294.0,5.2,1.28,81787.0,,,1.5,1.1,1.28,Well-Calibrated,Defend,16949870.7318,1.4164712124009842,1.4164712124009842,-3.783528787599016
S01081,"Stormmont, AL",SOUTH,13,23734197.0,23430364.0,3.93,-1.28,88311.0,,,-1.0,-1.4,1.28,Well-Calibrated,Neutral,23879477.894,0.612116323126505,0.612116323126505,-3.317883676873495
S00628,"Copperford, CO",WEST,13,13804672.0,13628524.0,5.5,-1.28,75690.0,,,-1.9,-0.8,1.28,Well-Calibrated,High Growth,13880539.0527,0.5495751923696549,0.5495751923696549,-4.950424807630345
S00732,"Stonemark, ME",NORTH,13,3157318.0,3197700.0,6.74,1.28,20369.0,,,3.2,0.0,1.28,Well-Calibrated,Maintain,3135396.3206,-0.6943133190891696,0.6943133190891696,-6.045686680910831
S00132,"Oaksprings, TN",SOUTH,13,11825919.0,11674635.0,4.84,-1.28,59944.0,,,1.1,-2.9,1.28,Well-Calibrated,Growth,11468738.8114,-3.0203165487603965,3.0203165487603965,-1.8196834512396034
S01623,"Wolfcourt, NC",SOUTH,13,4443487.0,4386879.0,6.35,-1.27,29434.0,,,1.6,-3.1,1.27,Well-Calibrated,High Growth,4592712.0243,3.358286505620466,3.358286505620466,-2.9917134943795336
S01062,"Crystalcliff, OH",NORTH,13,9408078.0,9288525.0,6.07,-1.27,49460.0,,,-1.5,-1.1,1.27,Well-Calibrated,Maintain,9892198.992899999,5.145801224224534,5.145801224224534,-0.9241987757754666
S01667,"Vancrest, TX",WEST,13,55832006.0,56538296.0,7.18,1.27,356323.0,,,2.2,0.6,1.27,Well-Calibrated,Defend,55300967.272,-0.9511367512032437,0.9511367512032437,-6.228863248796756
S01626,"Westmark, MS",SOUTH,13,7674712.0,7576876.0,5.09,-1.27,40246.0,,,-0.3,-1.9,1.27,Well-Calibrated,High Growth,7664726.3973,-0.13011045495908768,0.13011045495908768,-4.959889545040912
S00224,"Highcove, OH",NORTH,13,5255941.0,5322216.0,5.53,1.26,30864.0,,,1.2,1.3,1.26,Well-Calibrated,Defend,5809844.0364,10.538608336737411,10.538608336737411,5.008608336737411
S01371,"Lakegrove, TN",SOUTH,13,12645745.0,12486886.0,5.56,-1.26,72076.0,,,-5.1,1.6,1.26,Well-Calibrated,Growth,11859028.0059,-6.22119925793222,6.22119925793222,0.6611992579322203
S01059,"Pineridge, IN",NORTH,13,11091539.0,10951729.0,6.12,-1.26,68403.0,,,-1.3,-1.2,1.26,Well-Calibrated,Maintain,11252228.4655,1.4487571607510992,1.4487571607510992,-4.671242839248901
S00406,"Stonewatch, ID",WEST,13,9397128.0,9278453.0,9.16,-1.26,72366.0,,,4.4,-4.9,1.26,Well-Calibrated,High Growth,8050054.6582,-14.334947249840585,14.334947249840585,5.174947249840585
S00044,"Oakfield, VA",NORTH,13,9197611.0,9081457.0,5.41,-1.26,53202.0,,,-3.7,0.5,1.26,Well-Calibrated,Growth,8931317.3094,-2.895248457452705,2.895248457452705,-2.514751542547295
S01563,"Eastplains, PA",NORTH,13,2188737.0,2216359.0,6.53,1.26,14073.0,,,-2.5,4.2,1.26,Well-Calibrated,Defend,2217726.1822,1.3244707884044613,1.3244707884044613,-5.205529211595539
S01222,"Northvalley, TX",SOUTH,13,4192855.0,4139904.0,9.12,-1.26,35093.0,,,-1.5,-1.1,1.26,Well-Calibrated,High Growth,4280019.1288,2.0788729588788564,2.0788729588788564,-7.041127041121143
S00525,"Blueharbor, TX",WEST,13,22917528.0,22630346.0,7.07,-1.25,155258.0,,,-2.1,-0.7,1.25,Well-Calibrated,High Growth,24745744.0,7.977369985104851,7.977369985104851,0.9073699851048511
S00500,"Sunmesa, OH",NORTH,13,7795129.0,7697768.0,4.99,-1.25,40413.0,,,-1.2,-1.3,1.25,Well-Calibrated,Maintain,7738879.6717,-0.7215958619799643,0.7215958619799643,-4.268404138020036
S01613,"Graygate, GA",SOUTH,13,3844112.0,3892170.0,4.73,1.25,19580.0,,,3.5,-0.2,1.25,Well-Calibrated,High Growth,3907234.9182,1.6420676140549544,1.6420676140549544,-3.087932385945046
S01469,"Eagleport, CO",WEST,13,5727203.0,5655514.0,5.42,-1.25,33478.0,,,-1.5,-1.1,1.25,Well-Calibrated,High Growth,5683039.0634,-0.7711257414832278,0.7711257414832278,-4.648874258516772
S00880,"Highisle, AZ",WEST,13,37128988.0,37594064.0,8.59,1.25,281381.0,,,-2.5,3.8,1.25,Well-Calibrated,Maintain,41662204.0,12.209371286930848,12.209371286930848,3.619371286930848
S00600,"Grayplains, NC",SOUTH,13,5139759.0,5075310.0,5.86,-1.25,31161.0,,,0.0,-2.1,1.25,Well-Calibrated,Neutral,5165411.769,0.49910451054223204,0.49910451054223204,-5.360895489457768
S00103,"Shadowshire, TX",SOUTH,13,4819655.0,4879916.0,5.77,1.25,26204.0,,,2.7,0.4,1.25,Well-Calibrated,High Growth,3891077.2739,-19.266477083940657,19.266477083940657,13.496477083940658
S01286,"Eaglemark, MI",NORTH,13,5381856.0,5315315.0,10.99,-1.24,66687.0,,,3.6,-4.3,1.24,Well-Calibrated,Maintain,5045999.5747,-6.240531617717015,6.240531617717015,-4.749468382282985
S01027,"Royalsprings, NC",SOUTH,13,9447423.0,9330392.0,6.51,-1.24,58553.0,,,0.4,-2.3,1.24,Well-Calibrated,Neutral,9597712.7795,1.5908018461754085,1.5908018461754085,-4.919198153824591
S01503,"Highmont, TN",SOUTH,13,5751103.0,5822562.0,7.23,1.24,33929.0,,,1.0,1.4,1.24,Well-Calibrated,Defend,5851087.2607,1.7385232137209237,1.7385232137209237,-5.491476786279077
S01468,"Silverview, TX",WEST,13,4498430.0,4442834.0,5.84,-1.24,24245.0,,,0.0,-2.1,1.24,Well-Calibrated,Neutral,4277848.8393,-4.903514352785303,4.903514352785303,-0.9364856472146972
S01659,"Greenport, TX",SOUTH,13,17230021.0,17016888.0,7.43,-1.24,147662.0,,,-1.8,-0.8,1.24,Well-Calibrated,Growth,17753004.689,3.0353050004988344,3.0353050004988344,-4.394694999501166
S01009,"Sagemere, TN",SOUTH,13,31708129.0,32101980.0,3.56,1.24,119995.0,,,-1.1,2.9,1.24,Well-Calibrated,Growth,31913519.542999998,0.6477535871006382,0.6477535871006382,-2.912246412899362
S00756,"Foxjunction, OH",NORTH,13,12502801.0,12657881.0,5.84,1.24,76477.0,,,-1.1,3.0,1.24,Well-Calibrated,Neutral,12434982.6943,-0.5424248990286287,0.5424248990286287,-5.297575100971371
S00489,"Starmark, IN",NORTH,13,4923317.0,4862972.0,6.71,-1.23,33966.0,,,0.0,-2.1,1.23,Well-Calibrated,Maintain,4747794.1188,-3.5651346683546823,3.5651346683546823,-3.1448653316453177
S01057,"Pinebrook, VT",NORTH,13,46648104.0,46074070.0,7.05,-1.23,330982.0,,,-3.7,0.6,1.23,Well-Calibrated,Neutral,46125596.0,-1.1201055459831764,1.1201055459831764,-5.929894454016823
S01538,"Sunreach, TX",SOUTH,13,9137390.0,9250222.0,3.22,1.23,26277.0,,,1.0,1.4,1.23,Well-Calibrated,Growth,9046196.9225,-0.9980210705682979,0.9980210705682979,-2.2219789294317023
S00788,"Goldgate, MI",NORTH,13,3012164.0,3049320.0,6.78,1.23,22398.0,,,1.0,1.4,1.23,Well-Calibrated,Defend,2984297.0,-0.9251488298777888,0.9251488298777888,-5.8548511701222115
S00339,"Northcove, DE",NORTH,13,8795193.0,8687211.0,5.61,-1.23,65809.0,,,0.8,-2.5,1.23,Well-Calibrated,High Growth,8300785.6854,-5.6213355932041535,5.6213355932041535,0.011335593204153227
S00591,"Sagefall, WA",WEST,13,16774845.0,16979740.0,7.01,1.22,102578.0,,,6.0,-2.0,1.22,Well-Calibrated,Growth,17133021.6051,2.1352006835234447,2.1352006835234447,-4.874799316476555
