Store ID,Store Name,Division,n_weeks,Actual_Total,Predicted_Total,WAPE_pct,Bias_pct,RMSE,Q1_Bias,Q2_Bias,Q3_Bias,Q4_Bias,abs_bias,target_status,role_of_store
S01522,"Rivhaven, MI",NORTH,13,11330347.0,1.1142002e+07,4.87,-1.66,55076.0,,,-1.7,-1.6,1.66,Well-Calibrated,Maintain
S01358,"Mapletown, SC",SOUTH,13,18822977.0,1.8512222e+07,7.63,-1.65,139345.0,,,-0.1,-2.7,1.65,Well-Calibrated,High Growth
S01476,"Mapleheights, MA",NORTH,13,7509639.0,7.63363e+06,6.81,1.65,48708.0,,,-0.9,3.5,1.65,Well-Calibrated,Defend
S01511,"Bearview, FL",SOUTH,13,5836417.0,5.932928e+06,6.18,1.65,40606.0,,,0.7,2.2,1.65,Well-Calibrated,Defend
S00929,"Pinerock, NC",SOUTH,13,6845965.0,6.958906e+06,8.68,1.65,60565.0,,,0.0,2.8,1.65,Well-Calibrated,High Growth
S00830,"Grayrock, NV",WEST,13,7471147.0,7.347543e+06,7.21,-1.65,51981.0,,,-2.1,-1.4,1.65,Well-Calibrated,Growth
S01450,"Eaglevalley, FL",SOUTH,13,6883251.0,6.770234e+06,4.09,-1.64,29698.0,,,-2.7,-1.0,1.64,Well-Calibrated,Growth
S00739,"Moonheights, WV",NORTH,13,12638386.0,1.2845537e+07,4.72,1.64,60523.0,,,-0.2,3.1,1.64,Well-Calibrated,Defend
S00996,"Highview, TX",WEST,13,4648407.0,4.724829e+06,6.59,1.64,29633.0,,,-0.1,2.8,1.64,Well-Calibrated,Maintain
S00292,"Wolfvalley, KY",SOUTH,13,2797047.0,2.842886e+06,7.84,1.64,23302.0,,,-0.3,3.0,1.64,Well-Calibrated,Maintain
S00847,"Stonekeep, MI",NORTH,13,5864098.0,5.768248e+06,9.04,-1.63,53297.0,,,-2.1,-1.3,1.63,Well-Calibrated,Growth
S00394,"Lakehollow, MA",NORTH,13,19566686.0,1.9246888e+07,10.23,-1.63,191588.0,,,-4.4,0.3,1.63,Well-Calibrated,Defend
S00590,"Royalbrook, GA",SOUTH,13,5490298.0,5.580044e+06,6.37,1.63,29415.0,,,-0.1,2.8,1.63,Well-Calibrated,Maintain
S00176,"Crystalfield, IL",NORTH,13,2856000.0,2.80944e+06,8.34,-1.63,22470.0,,,1.5,-3.6,1.63,Well-Calibrated,Maintain
S00340,"Winsprings, PA",NORTH,13,12997219.0,1.3209212e+07,3.39,1.63,56364.0,,,-0.3,3.0,1.63,Well-Calibrated,Defend
S01407,"Sunsprings, CA",WEST,13,22489392.0,2.2123424e+07,6.55,-1.63,147485.0,,,2.6,-4.3,1.63,Well-Calibrated,Growth
S00221,"Eagleheights, ME",NORTH,13,9386906.0,9.53866e+06,7.88,1.62,64286.0,,,1.4,1.8,1.62,Well-Calibrated,Defend
S00616,"Southcross, IL",NORTH,13,2752688.0,2.79718e+06,8.05,1.62,22876.0,,,3.6,0.3,1.62,Well-Calibrated,Defend
S00822,"Goldcrest, NH",NORTH,12,6250369.0,6.351848e+06,5.97,1.62,41039.0,,,-2.7,5.4,1.62,Well-Calibrated,Defend
S01192,"Clearstrand, SC",SOUTH,13,4751047.0,4.67387e+06,8.07,-1.62,37655.0,,,0.4,-3.0,1.62,Well-Calibrated,Growth
S01606,"Eastharbor, UT",WEST,13,7911647.0,7.783828e+06,6.22,-1.62,43092.0,,,-1.0,-2.0,1.62,Well-Calibrated,High Growth
S01689,"Moongard, TX",WEST,13,8297257.0,8.430984e+06,4.69,1.61,40088.0,,,2.4,1.1,1.61,Well-Calibrated,Neutral
S00518,"Starcrest, MI",NORTH,13,4674454.0,4.749592e+06,6.07,1.61,30097.0,,,3.2,0.5,1.61,Well-Calibrated,Neutral
S00921,"Galcross, OH",NORTH,13,3351018.0,3.297066e+06,6.63,-1.61,20545.0,,,-3.1,-0.5,1.61,Well-Calibrated,Maintain
S00106,"Greenridge, SC",SOUTH,13,9823174.0,9.665173e+06,6.66,-1.61,61076.0,,,2.1,-4.0,1.61,Well-Calibrated,Growth
S00102,"Cedarplains, GA",SOUTH,13,40203944.0,3.9555564e+07,6.68,-1.61,244761.0,,,1.8,-3.8,1.61,Well-Calibrated,Growth
S01016,"Highmesa, WA",WEST,13,7125830.0,7.010968e+06,6.28,-1.61,45624.0,,,-1.2,-1.9,1.61,Well-Calibrated,Neutral
S01694,"Rivrun, IL",NORTH,13,5335549.0,5.250047e+06,10.97,-1.6,55051.0,,,-2.2,-1.2,1.6,Well-Calibrated,Defend
S01342,"Westview, TN",SOUTH,13,16149050.0,1.6407948e+07,5.34,1.6,82182.0,,,0.9,2.1,1.6,Well-Calibrated,Maintain
S00128,"Ashcross, NM",WEST,13,4439983.0,4.510849e+06,9.04,1.6,36723.0,,,2.9,0.8,1.6,Well-Calibrated,Maintain
S00532,"Frostwatch, NY",NORTH,13,11136935.0,1.131468e+07,3.57,1.6,43019.0,,,1.8,1.4,1.6,Well-Calibrated,Neutral
S00528,"Stormwatch, FL",SOUTH,13,19546353.0,1.9235292e+07,7.27,-1.59,141307.0,,,-3.5,-0.4,1.59,Well-Calibrated,High Growth
S00956,"Sunbay, NC",SOUTH,13,10241683.0,1.0078501e+07,7.03,-1.59,66861.0,,,-0.0,-2.6,1.59,Well-Calibrated,Neutral
S01570,"Ironrun, NJ",NORTH,13,14767821.0,1.4532945e+07,6.89,-1.59,94759.0,,,0.1,-2.7,1.59,Well-Calibrated,Defend
S00237,"Highharbor, NC",SOUTH,13,21980126.0,2.1631292e+07,4.66,-1.59,88516.0,,,2.0,-3.8,1.59,Well-Calibrated,Growth
S01236,"Graniteisle, TX",WEST,13,18989267.0,1.9291822e+07,6.57,1.59,134594.0,,,2.1,1.2,1.59,Well-Calibrated,Neutral
S00838,"Oakhold, NC",SOUTH,13,26659961.0,2.6234868e+07,4.76,-1.59,141505.0,,,-1.0,-2.0,1.59,Well-Calibrated,Growth
S01124,"Westsprings, VA",NORTH,13,7093174.0,6.98106e+06,4.96,-1.58,38101.0,,,-3.7,0.1,1.58,Well-Calibrated,Defend
S00075,"Brightmark, OH",NORTH,13,4354019.0,4.422945e+06,8.58,1.58,37434.0,,,5.8,-1.1,1.58,Well-Calibrated,Neutral
S00254,"Blackheights, NM",WEST,13,33834167.0,3.437025e+07,6.09,1.58,202007.0,,,0.9,2.0,1.58,Well-Calibrated,Defend
S00248,"Bluebrook, NC",SOUTH,13,23094539.0,2.272975e+07,5.86,-1.58,136108.0,,,2.1,-4.1,1.58,Well-Calibrated,High Growth
S01580,"Riverrun, MN",WEST,13,6255450.0,6.156837e+06,10.4,-1.58,64484.0,,,-0.2,-2.6,1.58,Well-Calibrated,Defend
S00392,"Sagebay, NC",SOUTH,13,14606185.0,1.4376225e+07,8.66,-1.57,112367.0,,,2.1,-4.0,1.57,Well-Calibrated,High Growth
S00193,"Lakeheights, FL",SOUTH,13,16682314.0,1.6419892e+07,5.66,-1.57,97050.0,,,0.4,-2.7,1.57,Well-Calibrated,High Growth
S00723,"Stoneharbor, HI",WEST,13,12164761.0,1.1973816e+07,4.98,-1.57,68658.0,,,0.3,-2.7,1.57,Well-Calibrated,Maintain
S01215,"Copperjunction, MI",NORTH,13,7129512.0,7.017306e+06,9.04,-1.57,71393.0,,,1.1,-3.3,1.57,Well-Calibrated,Neutral
S01583,"Silverisle, LA",SOUTH,13,9678447.0,9.527028e+06,5.27,-1.56,49829.0,,,0.5,-2.9,1.56,Well-Calibrated,Neutral
S01551,"Copperpoint, SC",SOUTH,13,13919609.0,1.3702853e+07,4.81,-1.56,59082.0,,,-0.4,-2.3,1.56,Well-Calibrated,High Growth
S00099,"Royalrock, VA",NORTH,13,30355188.0,2.9881384e+07,9.19,-1.56,274625.0,,,-2.8,-0.7,1.56,Well-Calibrated,Maintain
S01504,"Bearcross, OH",NORTH,13,26829100.0,2.6410512e+07,7.07,-1.56,187470.0,,,-3.3,-0.3,1.56,Well-Calibrated,Growth
S00410,"Ironcross22, FL",SOUTH,13,4743057.0,4.669298e+06,3.38,-1.56,18729.0,,,-1.7,-1.5,1.56,Well-Calibrated,High Growth
S01146,"Winmont, NY",NORTH,13,7516007.0,7.632506e+06,7.06,1.55,51967.0,,,1.8,1.3,1.55,Well-Calibrated,Defend
S00973,"Granitehold, AL",SOUTH,13,7438895.0,7.323272e+06,6.26,-1.55,42526.0,,,-3.5,-0.2,1.55,Well-Calibrated,Neutral
S00235,"Morside, WA",WEST,13,41214179.0,4.0573516e+07,6.51,-1.55,243672.0,,,-0.0,-2.6,1.55,Well-Calibrated,Growth
S00051,"Whitewatch, WI",NORTH,13,1955032.0,1.985417e+06,9.54,1.55,19864.0,,,5.5,-0.8,1.55,Well-Calibrated,Maintain
S00548,"Whitepoint, TN",SOUTH,13,51360700.0,5.0566584e+07,6.25,-1.55,319555.0,,,-5.4,1.1,1.55,Well-Calibrated,High Growth
S01066,"Starfall, TX",WEST,13,4913415.0,4.98908e+06,8.94,1.54,42684.0,,,-3.0,4.8,1.54,Well-Calibrated,Growth
S00198,"Graymesa, MD",NORTH,13,4828649.0,4.90289e+06,6.42,1.54,34444.0,,,0.5,2.4,1.54,Well-Calibrated,Maintain
S00232,"Sagebrook, IL",NORTH,13,13214183.0,1.3010817e+07,9.72,-1.54,106402.0,,,1.3,-3.4,1.54,Well-Calibrated,Defend
S01649,"Frostcrest, VA",NORTH,13,3621912.0,3.566436e+06,5.95,-1.53,22565.0,,,-1.9,-1.3,1.53,Well-Calibrated,Neutral
S00033,"Southreach, TN",SOUTH,13,16881237.0,1.6623664e+07,4.03,-1.53,61800.0,,,-1.3,-1.7,1.53,Well-Calibrated,Growth
S00742,"Galcamp, MA",NORTH,13,14404918.0,1.4625883e+07,6.33,1.53,90047.0,,,1.1,1.9,1.53,Well-Calibrated,Defend
S01328,"Oakreach, NC",SOUTH,13,6856052.0,6.751283e+06,5.95,-1.53,41049.0,,,0.6,-2.9,1.53,Well-Calibrated,High Growth
S01270,"Oakwood, SC",SOUTH,13,7995757.0,8.117018e+06,7.19,1.52,53207.0,,,1.3,1.6,1.52,Well-Calibrated,Growth
S01431,"Bearplains, FL",SOUTH,13,17016045.0,1.6757503e+07,5.09,-1.52,86396.0,,,-2.9,-0.6,1.52,Well-Calibrated,Neutral
S01479,"Redheights, FL",SOUTH,13,14429066.0,1.4209782e+07,7.9,-1.52,123414.0,,,6.7,-6.3,1.52,Well-Calibrated,Growth
S01335,"Greenmere, TX",WEST,13,10295519.0,1.0138623e+07,7.24,-1.52,73927.0,,,-1.9,-1.3,1.52,Well-Calibrated,Growth
S00733,"Rivcliff, PA",NORTH,13,35442758.0,3.4902376e+07,4.14,-1.52,132173.0,,,0.0,-2.6,1.52,Well-Calibrated,Growth
S00293,"Crystalcrest, DE",NORTH,13,21489274.0,2.116465e+07,4.1,-1.51,76571.0,,,-2.0,-1.2,1.51,Well-Calibrated,Defend
S01045,"Frosthaven, AR",WEST,13,9564914.0,9.420082e+06,5.73,-1.51,54103.0,,,-0.3,-2.3,1.51,Well-Calibrated,Growth
S00239,"Sageford, OH",NORTH,13,20599470.0,2.0289324e+07,5.36,-1.51,111044.0,,,-1.7,-1.4,1.51,Well-Calibrated,Maintain
S01392,"Bearcove, CA",WEST,13,12799909.0,1.2606024e+07,7.79,-1.51,98257.0,,,-1.8,-1.3,1.51,Well-Calibrated,Maintain
S01095,"Ironplains, OH",NORTH,13,4650545.0,4.580508e+06,5.13,-1.51,23566.0,,,-0.8,-2.0,1.51,Well-Calibrated,Maintain
S01699,"Lowdor, GA",SOUTH,13,5124120.0,5.046918e+06,7.3,-1.51,35958.0,,,0.2,-2.6,1.51,Well-Calibrated,Growth
S00222,"Whiteside, MO",WEST,13,5705597.0,5.791249e+06,5.92,1.5,33584.0,,,0.7,2.0,1.5,Well-Calibrated,Defend
S00464,"Pinetown, TX",WEST,13,7032262.0,6.92664e+06,5.53,-1.5,39694.0,,,-2.3,-1.0,1.5,Well-Calibrated,High Growth
S01477,"Stormjunction, TX",SOUTH,13,36261084.0,3.571743e+07,5.94,-1.5,192357.0,,,-1.4,-1.6,1.5,Well-Calibrated,Growth
S01377,"Granitemesa, IN",NORTH,13,5479325.0,5.397386e+06,8.01,-1.5,44608.0,,,-5.4,1.5,1.5,Well-Calibrated,Neutral
S01643,"Brightview, OH",NORTH,13,7559673.0,7.44595e+06,8.72,-1.5,61501.0,,,-6.2,2.1,1.5,Well-Calibrated,Neutral
S00967,"Eastmark, MI",NORTH,13,5528650.0,5.611486e+06,10.67,1.5,56865.0,,,-2.1,4.4,1.5,Well-Calibrated,Defend
S01262,"Wolfcove, OK",WEST,13,12466917.0,1.2280887e+07,4.81,-1.49,68291.0,,,1.7,-3.5,1.49,Well-Calibrated,Maintain
S01253,"Clearcliff, WV",NORTH,13,5711847.0,5.796758e+06,4.33,1.49,23604.0,,,-0.1,2.8,1.49,Well-Calibrated,Defend
S01617,"Maplemark, TX",SOUTH,13,36203534.0,3.5667696e+07,4.46,-1.48,156935.0,,,-3.3,-0.3,1.48,Well-Calibrated,Neutral
S00087,"Bearcliff, NC",SOUTH,13,25987058.0,2.5601866e+07,5.59,-1.48,128064.0,,,0.1,-2.4,1.48,Well-Calibrated,Maintain
S00601,"Cedardale, VA",NORTH,13,5365738.0,5.286379e+06,6.46,-1.48,30386.0,,,2.8,-4.3,1.48,Well-Calibrated,Neutral
S00879,"Sagereach, AL",SOUTH,13,14914035.0,1.4693374e+07,5.45,-1.48,68909.0,,,0.7,-2.9,1.48,Well-Calibrated,Maintain
S00007,"Starwood, FL",SOUTH,13,5045495.0,4.97058e+06,6.57,-1.48,30711.0,,,-4.4,0.4,1.48,Well-Calibrated,Neutral
S00171,"Starridge, OH",NORTH,13,3924591.0,3.982113e+06,6.14,1.47,24307.0,,,2.4,0.8,1.47,Well-Calibrated,Defend
S00333,"Stonemesa, NY",NORTH,13,2504709.0,2.541483e+06,8.05,1.47,21521.0,,,-0.2,2.6,1.47,Well-Calibrated,Defend
S01067,"Pinehold, CT",NORTH,13,10806393.0,1.0647176e+07,6.78,-1.47,69782.0,,,-2.0,-1.1,1.47,Well-Calibrated,Maintain
S01707,"Starcliff, TN",SOUTH,13,30809704.0,3.1262456e+07,7.26,1.47,201803.0,,,-0.7,3.0,1.47,Well-Calibrated,Defend
S01069,"Sunisle, NC",SOUTH,13,8082837.0,7.964491e+06,8.41,-1.46,64578.0,,,-1.7,-1.3,1.46,Well-Calibrated,Growth
S00636,"Sunmark, PA",NORTH,13,13292259.0,1.3098395e+07,5.71,-1.46,74962.0,,,-1.4,-1.5,1.46,Well-Calibrated,Maintain
S00319,"Northhold, UT",WEST,13,6775303.0,6.676456e+06,5.3,-1.46,34135.0,,,1.7,-3.5,1.46,Well-Calibrated,High Growth
S01344,"Ashtown, AZ",WEST,13,17957211.0,1.8220182e+07,5.32,1.46,101803.0,,,-1.1,3.2,1.46,Well-Calibrated,High Growth
S00573,"Wincourt, TN",SOUTH,13,26487764.0,2.6874674e+07,6.86,1.46,162587.0,,,2.0,1.1,1.46,Well-Calibrated,Neutral
S01115,"Eaglerock, MI",NORTH,13,9942652.0,1.0087999e+07,6.9,1.46,64698.0,,,2.5,0.7,1.46,Well-Calibrated,Defend
S01569,"Eastshire, SC",SOUTH,13,12192240.0,1.2015915e+07,8.19,-1.45,88333.0,,,1.3,-3.2,1.45,Well-Calibrated,High Growth
S01307,"Wincross, ME",NORTH,13,8638302.0,8.763646e+06,6.49,1.45,56737.0,,,0.9,1.8,1.45,Well-Calibrated,Maintain
S00458,"Crystalvalley, MS",SOUTH,13,12813119.0,1.2627088e+07,5.43,-1.45,68746.0,,,1.9,-3.5,1.45,Well-Calibrated,Neutral
S01162,"Frostplains, VA",SOUTH,13,11460515.0,1.1627162e+07,9.44,1.45,101868.0,,,-0.0,2.5,1.45,Well-Calibrated,Maintain
S00205,"Graniteford, UT",WEST,13,2340424.0,2.306603e+06,13.89,-1.45,33515.0,,,-6.6,2.5,1.45,Well-Calibrated,Defend
S00349,"Brightshire, TX",SOUTH,13,25073005.0,2.471043e+07,5.96,-1.45,157227.0,,,1.6,-3.2,1.45,Well-Calibrated,High Growth
S00506,"Redmere, TX",WEST,13,25024552.0,2.5388304e+07,4.58,1.45,115258.0,,,2.4,0.8,1.45,Well-Calibrated,Neutral
S01017,"Bearwood, MO",WEST,13,22900521.0,2.2571384e+07,4.37,-1.44,97723.0,,,-0.7,-1.9,1.44,Well-Calibrated,Growth
S01089,"Starhaven, LA",SOUTH,13,23761135.0,2.3418374e+07,5.68,-1.44,123278.0,,,-0.3,-2.2,1.44,Well-Calibrated,High Growth
S01119,"Northgate, GA",SOUTH,13,24492603.0,2.4141094e+07,6.53,-1.44,152302.0,,,1.1,-3.1,1.44,Well-Calibrated,Growth
S00387,"Grayport, NC",SOUTH,13,10792788.0,1.063834e+07,5.64,-1.43,59043.0,,,1.2,-3.1,1.43,Well-Calibrated,High Growth
S00324,"Stoneheights, MO",WEST,13,9660086.0,9.797968e+06,8.37,1.43,78742.0,,,1.3,1.5,1.43,Well-Calibrated,Growth
S01319,"Graniteridge, NC",SOUTH,13,14537983.0,1.4329558e+07,4.73,-1.43,77436.0,,,1.4,-3.3,1.43,Well-Calibrated,High Growth
S00687,"Vanrun, NV",WEST,13,29538457.0,2.9115922e+07,6.5,-1.43,190624.0,,,0.6,-2.6,1.43,Well-Calibrated,Growth
S01086,"Stonebay, NC",SOUTH,13,33926452.0,3.4408176e+07,6.59,1.42,215609.0,,,0.9,1.8,1.42,Well-Calibrated,Neutral
S00724,"Blueheights, MI",NORTH,13,13682692.0,1.3877355e+07,8.42,1.42,106554.0,,,-0.7,3.0,1.42,Well-Calibrated,Neutral
S00110,"Northridge, MO",WEST,13,30230484.0,2.9802354e+07,7.07,-1.42,250602.0,,,-2.4,-0.7,1.42,Well-Calibrated,Maintain
S00572,"Whiterun, AK",WEST,13,18824744.0,1.9091112e+07,6.94,1.41,119878.0,,,0.4,2.2,1.41,Well-Calibrated,Maintain
S01497,"Eaglefield, TX",SOUTH,13,2067898.0,2.097016e+06,6.29,1.41,11647.0,,,3.3,0.3,1.41,Well-Calibrated,High Growth
S00167,"Ironisle, OH",NORTH,13,8398793.0,8.280442e+06,7.82,-1.41,63833.0,,,-0.7,-1.9,1.41,Well-Calibrated,Defend
S00898,"Starvalley, IL",WEST,13,9095969.0,9.223789e+06,8.87,1.41,67847.0,,,1.6,1.3,1.41,Well-Calibrated,Defend
S00335,"Sunwatch, NM",WEST,13,15222907.0,1.5007793e+07,6.9,-1.41,104266.0,,,-1.5,-1.4,1.41,Well-Calibrated,Neutral
S01231,"Rivsprings, NY",NORTH,13,13243651.0,1.305649e+07,6.33,-1.41,97083.0,,,-3.3,-0.0,1.41,Well-Calibrated,Defend
S00096,"Moonjunction, CA",WEST,13,5243247.0,5.316846e+06,11.0,1.4,53091.0,,,6.0,-1.4,1.4,Well-Calibrated,Defend
S00050,"Crystalcove, AR",WEST,13,9668809.0,9.533433e+06,3.9,-1.4,39644.0,,,-0.8,-1.8,1.4,Well-Calibrated,Maintain
S01380,"Vanharbor, TX",SOUTH,13,17853651.0,1.760315e+07,4.77,-1.4,82833.0,,,1.1,-2.9,1.4,Well-Calibrated,High Growth
S00325,"Highgate, OR",WEST,13,2559569.0,2.523656e+06,6.58,-1.4,17355.0,,,0.4,-2.5,1.4,Well-Calibrated,Neutral
S00955,"Stonedor, NC",SOUTH,13,16052407.0,1.5827903e+07,3.51,-1.4,60126.0,,,-0.9,-1.7,1.4,Well-Calibrated,High Growth
S00695,"Graysprings, CA",WEST,13,5494591.0,5.418013e+06,6.35,-1.39,35248.0,,,-1.5,-1.3,1.39,Well-Calibrated,Defend
S01651,"Foxhold, NC",SOUTH,13,9539212.0,9.670672e+06,7.68,1.38,73055.0,,,-1.5,3.5,1.38,Well-Calibrated,Neutral
S00420,"Blackkeep, AL",SOUTH,13,11933019.0,1.1768282e+07,3.2,-1.38,39346.0,,,-0.2,-2.1,1.38,Well-Calibrated,Growth
S01462,"Northisle, UT",WEST,13,7544987.0,7.441174e+06,7.23,-1.38,53368.0,,,-0.5,-1.9,1.38,Well-Calibrated,High Growth
S00119,"Sunhold, TN",SOUTH,13,13498729.0,1.3684481e+07,8.18,1.38,99973.0,,,4.0,-0.3,1.38,Well-Calibrated,Maintain
S00978,"Eastvalley, LA",SOUTH,13,5975505.0,5.892906e+06,5.73,-1.38,31968.0,,,-0.5,-1.9,1.38,Well-Calibrated,Growth
S01336,"Eastmere, AZ",WEST,13,8570564.0,8.452566e+06,6.96,-1.38,65457.0,,,-2.1,-0.9,1.38,Well-Calibrated,Defend
S01225,"Eagledale, MA",NORTH,13,3199272.0,3.15524e+06,7.02,-1.38,22663.0,,,-6.1,2.2,1.38,Well-Calibrated,Defend
S00004,"Vanshire, MO",WEST,13,8464376.0,8.581598e+06,8.52,1.38,69474.0,,,0.4,2.1,1.38,Well-Calibrated,Defend
S00505,"Irondor20, VA",SOUTH,13,2393752.0,2.426502e+06,7.59,1.37,15555.0,,,-2.9,4.9,1.37,Well-Calibrated,Defend
S00260,"Southjunction, VA",NORTH,13,12494832.0,1.2323523e+07,6.27,-1.37,78276.0,,,0.5,-2.7,1.37,Well-Calibrated,Growth
S01513,"Highfall, FL",SOUTH,13,9246406.0,9.119366e+06,5.08,-1.37,47278.0,,,-2.2,-0.9,1.37,Well-Calibrated,Growth
S01628,"Rivercliff, WV",NORTH,13,10926684.0,1.0776493e+07,4.2,-1.37,42274.0,,,-4.7,1.1,1.37,Well-Calibrated,High Growth
S00701,"Northgrove, MO",WEST,13,2912598.0,2.952504e+06,9.06,1.37,25333.0,,,2.9,0.3,1.37,Well-Calibrated,Neutral
S01562,"Northkeep, PA",NORTH,13,8659812.0,8.54191e+06,7.67,-1.36,61078.0,,,-1.9,-1.0,1.36,Well-Calibrated,Defend
S00551,"Pinewatch, NY",NORTH,13,7772467.0,7.878323e+06,4.25,1.36,32710.0,,,1.2,1.5,1.36,Well-Calibrated,Defend
S01458,"Maplerun, TX",SOUTH,13,18201266.0,1.795413e+07,5.28,-1.36,89755.0,,,-3.6,0.2,1.36,Well-Calibrated,High Growth
S01176,"Rivermark, TX",SOUTH,13,33099295.0,3.355092e+07,9.04,1.36,299940.0,,,-0.8,2.9,1.36,Well-Calibrated,Growth
S01079,"Stonehaven, TN",SOUTH,13,24379877.0,2.4711292e+07,6.82,1.36,155254.0,,,1.8,1.1,1.36,Well-Calibrated,Neutral
S00162,"Cedargard, OK",WEST,13,3709230.0,3.658806e+06,9.52,-1.36,36816.0,,,-3.2,-0.0,1.36,Well-Calibrated,Neutral
S00649,"Copperhold, PA",NORTH,13,6541525.0,6.63029e+06,5.27,1.36,36794.0,,,2.1,0.9,1.36,Well-Calibrated,Defend
S00351,"Foxkeep, NY",NORTH,13,30076128.0,2.9666984e+07,7.66,-1.36,203910.0,,,0.3,-2.5,1.36,Well-Calibrated,Maintain
S01657,"Sunmere, WA",WEST,13,7614164.0,7.717e+06,5.78,1.35,46557.0,,,0.7,1.9,1.35,Well-Calibrated,Neutral
S01499,"Clearfall, NY",NORTH,13,2127078.0,2.098399e+06,6.34,-1.35,13794.0,,,0.1,-2.4,1.35,Well-Calibrated,Maintain
S01334,"Eaglecove, NJ",NORTH,13,5248285.0,5.178106e+06,5.45,-1.34,25787.0,,,-3.7,0.3,1.34,Well-Calibrated,Defend
S00109,"Lowfall, AL",SOUTH,13,7064695.0,6.969812e+06,5.98,-1.34,37697.0,,,1.6,-3.2,1.34,Well-Calibrated,Neutral
S01260,"Cedarwood, NC",SOUTH,13,14756731.0,1.4558849e+07,8.31,-1.34,113442.0,,,0.6,-2.6,1.34,Well-Calibrated,Neutral
S00361,"Lowmark, IN",NORTH,13,10372125.0,1.0233167e+07,6.4,-1.34,64109.0,,,-0.7,-1.8,1.34,Well-Calibrated,Growth
S01599,"Cedarside, OH",NORTH,13,5040419.0,5.107926e+06,6.71,1.34,34967.0,,,3.1,0.2,1.34,Well-Calibrated,Defend
S01446,"Lowplains, MS",SOUTH,13,13944155.0,1.4131266e+07,6.14,1.34,89938.0,,,0.5,1.9,1.34,Well-Calibrated,Neutral
S01365,"Cedarcove, LA",SOUTH,13,9844337.0,9.712449e+06,5.45,-1.34,48702.0,,,-1.4,-1.3,1.34,Well-Calibrated,Neutral
S01171,"Eaglefall, GA",SOUTH,13,3724870.0,3.674989e+06,8.33,-1.34,31002.0,,,0.3,-2.4,1.34,Well-Calibrated,Maintain
S01434,"Ashbrook, CA",WEST,13,10908019.0,1.1052702e+07,16.96,1.33,162805.0,,,4.1,-0.5,1.33,Well-Calibrated,Maintain
S01189,"Foxrock, ME",NORTH,13,19252675.0,1.9509e+07,9.16,1.33,181154.0,,,0.5,2.0,1.33,Well-Calibrated,Maintain
S00034,"Eaglekeep, MO",WEST,13,5178170.0,5.109475e+06,9.69,-1.33,47068.0,,,-5.8,2.1,1.33,Well-Calibrated,Growth
S00152,"Southhold, CA",WEST,13,20545493.0,2.0272224e+07,5.67,-1.33,116398.0,,,2.7,-3.8,1.33,Well-Calibrated,Defend
S00435,"Southmesa, FL",SOUTH,13,18475009.0,1.8231064e+07,4.37,-1.32,98482.0,,,-1.3,-1.4,1.32,Well-Calibrated,Growth
S01452,"Mapledor, OH",NORTH,13,5396604.0,5.325352e+06,7.55,-1.32,40281.0,,,1.5,-3.1,1.32,Well-Calibrated,Defend
S00242,"Rivfall, MO",WEST,13,11294815.0,1.1145876e+07,7.01,-1.32,83054.0,,,-1.8,-1.0,1.32,Well-Calibrated,High Growth
S00327,"Frostpoint, GA",SOUTH,13,17320666.0,1.7094518e+07,6.14,-1.31,105120.0,,,-1.2,-1.4,1.31,Well-Calibrated,High Growth
S00776,"Goldhollow, KY",NORTH,13,12207480.0,1.2047097e+07,6.52,-1.31,79525.0,,,-0.2,-2.1,1.31,Well-Calibrated,Neutral
S01545,"Shadowhollow, MA",NORTH,13,16339162.0,1.6124628e+07,5.21,-1.31,80175.0,,,-2.0,-0.8,1.31,Well-Calibrated,Maintain
S01247,"Eaglejunction, PA",NORTH,13,14329924.0,1.414235e+07,7.18,-1.31,120817.0,,,-0.8,-1.7,1.31,Well-Calibrated,Maintain
S01550,"Stormbay, PA",NORTH,13,34424554.0,3.3974076e+07,4.93,-1.31,166314.0,,,-0.1,-2.2,1.31,Well-Calibrated,Defend
S00077,"Ironsprings, LA",SOUTH,13,6146734.0,6.066534e+06,6.36,-1.3,36429.0,,,1.6,-3.1,1.3,Well-Calibrated,Neutral
S00943,"Stormwood, IL",NORTH,13,2256783.0,2.286072e+06,5.63,1.3,13243.0,,,1.9,0.9,1.3,Well-Calibrated,Defend
S01658,"Rivridge, FL",SOUTH,13,18559677.0,1.8318744e+07,8.55,-1.3,157161.0,,,0.5,-2.4,1.3,Well-Calibrated,Neutral
S00182,"Starview, VA",NORTH,13,12355524.0,1.219436e+07,5.36,-1.3,62150.0,,,-3.6,0.4,1.3,Well-Calibrated,Growth
S01015,"Crystalridge, FL",SOUTH,13,3553996.0,3.507865e+06,4.92,-1.3,18840.0,,,-2.7,-0.5,1.3,Well-Calibrated,High Growth
S01464,"Ashfall, FL",SOUTH,13,12136192.0,1.1978361e+07,5.48,-1.3,62110.0,,,-1.2,-1.4,1.3,Well-Calibrated,Growth
S01690,"Highbend, WA",WEST,13,4340598.0,4.396924e+06,5.46,1.3,25071.0,,,1.4,1.2,1.3,Well-Calibrated,Growth
S01663,"Shadowreach, OH",NORTH,13,6090818.0,6.011793e+06,6.51,-1.3,36909.0,,,-1.4,-1.2,1.3,Well-Calibrated,Defend
